"municipio","ano","populacao","cod_ibge"
"SERTÃOZINHO",2019,121229,3551702
"SERTÃOZINHO",2020,122355,3551702
"SETE BARRAS",2018,12654,3551801
"SETE BARRAS",2019,12641,3551801
"SETE BARRAS",2020,12628,3551801
"SEVERÍNIA",2018,16806,3551900
"SEVERÍNIA",2019,16965,3551900
"SEVERÍNIA",2020,17126,3551900
"SILVEIRAS",2018,6121,3552007
"SILVEIRAS",2019,6162,3552007
"SILVEIRAS",2020,6204,3552007
"SOCORRO",2018,38407,3552106
"SOCORRO",2019,38595,3552106
"SOCORRO",2020,38783,3552106
"SOROCABA",2018,644397,3552205
"SOROCABA",2019,651434,3552205
"SOROCABA",2020,658547,3552205
"SUD MENNUCCI",2018,7664,3552304
"SUD MENNUCCI",2019,7688,3552304
"SUD MENNUCCI",2020,7713,3552304
"SUMARÉ",2018,275147,3552403
"SUMARÉ",2019,279151,3552403
"SUMARÉ",2020,283212,3552403
"SUZANÁPOLIS",2018,3842,3552551
"SUZANÁPOLIS",2019,3894,3552551
"SUZANÁPOLIS",2020,3947,3552551
"SUZANO",2018,285257,3552502
"SUZANO",2019,288115,3552502
"SUZANO",2020,291002,3552502
"TABAPUÃ",2018,11803,3552601
"TABAPUÃ",2019,11847,3552601
"TABAPUÃ",2020,11892,3552601
"TABATINGA",2018,15658,3552700
"TABATINGA",2019,15777,3552700
"TABATINGA",2020,15897,3552700
"TABOÃO DA SERRA",2018,275988,3552809
"TABOÃO DA SERRA",2019,279902,3552809
"TABOÃO DA SERRA",2020,283871,3552809
"TACIBA",2018,5987,3552908
"TACIBA",2019,6020,3552908
"TACIBA",2020,6054,3552908
"TAGUAÍ",2018,12834,3553005
"TAGUAÍ",2019,13074,3553005
"TAGUAÍ",2020,13319,3553005
"TAIAÇU",2018,6009,3553104
"TAIAÇU",2019,6023,3553104
"TAIAÇU",2020,6037,3553104
"TAIÚVA",2018,6302,3553203
"TAIÚVA",2019,6290,3553203
"TAIÚVA",2020,6278,3553203
"TAMBAÚ",2018,22712,3553302
"TAMBAÚ",2019,22757,3553302
"TAMBAÚ",2020,22803,3553302
"TANABI",2018,24926,3553401
"TANABI",2019,25016,3553401
"TANABI",2020,25105,3553401
"TAPIRAÍ",2018,7732,3553500
"TAPIRAÍ",2019,7716,3553500
"TAPIRAÍ",2020,7699,3553500
"TAPIRATIBA",2018,12627,3553609
"TAPIRATIBA",2019,12618,3553609
"TAPIRATIBA",2020,12610,3553609
"TAQUARAL",2018,2743,3553658
"TAQUARAL",2019,2747,3553658
"TAQUARAL",2020,2751,3553658
"TAQUARITINGA",2018,54381,3553708
"TAQUARITINGA",2019,54439,3553708
"TAQUARITINGA",2020,54499,3553708
"TAQUARITUBA",2018,23029,3553807
"TAQUARITUBA",2019,23111,3553807
"TAQUARITUBA",2020,23193,3553807
"TAQUARIVAÍ",2018,5622,3553856
"TAQUARIVAÍ",2019,5684,3553856
"TAQUARIVAÍ",2020,5746,3553856
"TARABAI",2018,7135,3553906
"TARABAI",2019,7202,3553906
"TARABAI",2020,7269,3553906
"TARUMÃ",2018,14428,3553955
"TARUMÃ",2019,14615,3553955
"TARUMÃ",2020,14806,3553955
"TATUÍ",2018,117558,3554003
"TATUÍ",2019,118833,3554003
"TATUÍ",2020,120123,3554003
"TAUBATÉ",2018,301856,3554102
"TAUBATÉ",2019,304596,3554102
"TAUBATÉ",2020,307361,3554102
"TEJUPÁ",2018,4707,3554201
"TEJUPÁ",2019,4702,3554201
"TEJUPÁ",2020,4697,3554201
"TEODORO SAMPAIO",2018,22219,3554300
"TEODORO SAMPAIO",2019,22316,3554300
"TEODORO SAMPAIO",2020,22414,3554300
"TERRA ROXA",2018,8999,3554409
"TERRA ROXA",2019,9060,3554409
"TERRA ROXA",2020,9121,3554409
"TIETÊ",2018,40244,3554508
"TIETÊ",2019,40656,3554508
"TIETÊ",2020,41073,3554508
"TIMBURI",2018,2572,3554607
"TIMBURI",2019,2565,3554607
"TIMBURI",2020,2557,3554607
"TORRE DE PEDRA",2018,2307,3554656
"TORRE DE PEDRA",2019,2313,3554656
"TORRE DE PEDRA",2020,2320,3554656
"TORRINHA",2018,9635,3554706
"TORRINHA",2019,9675,3554706
"TORRINHA",2020,9713,3554706
"TRABIJU",2018,1670,3554755
"TRABIJU",2019,1686,3554755
"TRABIJU",2020,1703,3554755
"TREMEMBÉ",2018,45066,3554805
"TREMEMBÉ",2019,45519,3554805
"TREMEMBÉ",2020,45978,3554805
"TRÊS FRONTEIRAS",2018,5525,3554904
"TRÊS FRONTEIRAS",2019,5536,3554904
"TRÊS FRONTEIRAS",2020,5547,3554904
"TUIUTI",2018,6439,3554953
"TUIUTI",2019,6499,3554953
"TUIUTI",2020,6557,3554953
"TUPÃ",2018,62950,3555000
"TUPÃ",2019,62897,3555000
"TUPÃ",2020,62843,3555000
"TUPI PAULISTA",2018,14829,3555109
"TUPI PAULISTA",2019,14851,3555109
"TUPI PAULISTA",2020,14878,3555109
"TURIÚBA",2018,1917,3555208
"TURIÚBA",2019,1915,3555208
"TURIÚBA",2020,1912,3555208
"TURMALINA",2018,1836,3555307
"TURMALINA",2019,1821,3555307
"TURMALINA",2020,1805,3555307
"UBARANA",2018,5914,3555356
"UBARANA",2019,5989,3555356
"UBARANA",2020,6066,3555356
"UBATUBA",2018,86870,3555406
"UBATUBA",2019,87887,3555406
"UBATUBA",2020,88916,3555406
"UBIRAJARA",2018,4616,3555505
"UBIRAJARA",2019,4640,3555505
"UBIRAJARA",2020,4663,3555505
"UCHOA",2018,9645,3555604
"UCHOA",2019,9664,3555604
"UCHOA",2020,9683,3555604
"UNIÃO PAULISTA",2018,1712,3555703
"UNIÃO PAULISTA",2019,1725,3555703
"UNIÃO PAULISTA",2020,1739,3555703
"URÂNIA",2018,8660,3555802
"URÂNIA",2019,8636,3555802
"URÂNIA",2020,8611,3555802
"URU",2018,1213,3555901
"URU",2019,1211,3555901
"URU",2020,1207,3555901
"URUPÊS",2018,13081,3556008
"URUPÊS",2019,13122,3556008
"URUPÊS",2020,13164,3556008
"VALENTIM GENTIL",2018,12433,3556107
"VALENTIM GENTIL",2019,12601,3556107
"VALENTIM GENTIL",2020,12770,3556107
"VALINHOS",2018,121809,3556206
"VALINHOS",2019,123268,3556206
"VALINHOS",2020,124742,3556206
"VALPARAÍSO",2018,23711,3556305
"VALPARAÍSO",2019,23849,3556305
"VALPARAÍSO",2020,23988,3556305
"VARGEM",2018,9762,3556354
"VARGEM",2019,9881,3556354
"VARGEM",2020,10000,3556354
"VARGEM GRANDE DO SUL",2018,41075,3556404
"VARGEM GRANDE DO SUL",2019,41287,3556404
"VARGEM GRANDE DO SUL",2020,41501,3556404
"VARGEM GRANDE PAULISTA",2018,50797,3556453
"VARGEM GRANDE PAULISTA",2019,51770,3556453
"VARGEM GRANDE PAULISTA",2020,52762,3556453
"VÁRZEA PAULISTA",2018,118022,3556503
"VÁRZEA PAULISTA",2019,119272,3556503
"VÁRZEA PAULISTA",2020,120535,3556503
"VERA CRUZ",2018,10564,3556602
"VERA CRUZ",2019,10544,3556602
"VERA CRUZ",2020,10524,3556602
"VINHEDO",2018,74858,3556701
"VINHEDO",2019,76178,3556701
"VINHEDO",2020,77521,3556701
"VIRADOURO",2018,18148,3556800
"VIRADOURO",2019,18247,3556800
"VIRADOURO",2020,18347,3556800
"VISTA ALEGRE DO ALTO",2018,7802,3556909
"VISTA ALEGRE DO ALTO",2019,7907,3556909
"VISTA ALEGRE DO ALTO",2020,8014,3556909
"VITÓRIA BRASIL",2018,1756,3556958
"VITÓRIA BRASIL",2019,1759,3556958
"VITÓRIA BRASIL",2020,1760,3556958
"VOTORANTIM",2018,117640,3557006
"VOTORANTIM",2019,118727,3557006
"VOTORANTIM",2020,119824,3557006
"VOTUPORANGA",2018,90432,3557105
"VOTUPORANGA",2019,91094,3557105
"VOTUPORANGA",2020,91760,3557105
"ZACARIAS",2018,2518,3557154
"ZACARIAS",2019,2539,3557154
"ZACARIAS",2020,2560,3557154
